,id_processo,data,status,tipo_da_acao,comarca,tipo_movimento,julgamento
253,5112,2022-11-07,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
254,2888,2022-08-31,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
255,8082,2016-01-31,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
256,2869,2019-05-01,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
257,4336,2021-08-30,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
258,9706,2021-05-19,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
259,4699,2021-12-20,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
260,5247,2019-01-27,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
261,9624,2016-07-30,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
262,2078,2017-10-02,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
263,5251,2020-10-14,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
264,8736,2016-10-22,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,False
265,7264,2020-03-12,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
266,4950,2022-11-06,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
267,1427,2017-01-26,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
268,3410,2017-11-25,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
269,9260,2020-04-04,Em andamento,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
270,792,2021-09-02,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
271,2625,2016-08-23,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
272,3123,2022-11-09,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
273,3249,2016-03-01,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
274,158,2021-07-09,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
275,2761,2017-06-20,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
276,4269,2017-09-11,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
277,9084,2017-06-21,Em andamento,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
278,8665,2016-07-04,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
279,1506,2016-10-24,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
280,7035,2016-02-10,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
281,4116,2020-11-22,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
282,9370,2021-04-24,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
283,8007,2020-08-12,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
284,4971,2020-10-22,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
285,9372,2021-10-02,Arquivado,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
286,171,2022-07-28,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
287,7091,2020-05-10,Concluído,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
288,189,2021-03-14,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,False
289,2275,2019-12-21,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
290,8729,2017-07-09,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,True
291,756,2022-04-16,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
292,6622,2021-03-18,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
